Step,Time (s),Rxn 0 (mol/cm3s),Err,Rxn 1 (mol/cm3s),Err,Rxn 2 (mol/cm3s),Err,Rxn 3 (mol/cm3s),Err,Rxn 4 (mol/cm3s),Err,Rxn 5 (mol/cm3s),Err,Rxn 6 (mol/cm3s),Err,Rxn 7 (mol/cm3s),Err,Rxn 8 (mol/cm3s),Err,Rxn 9 (mol/cm3s),Err
390,0.000390000000000003,40.925289824605,0,81.5737847834826,0,0.574263691902161,0,0.633507424965501,0,82.2575411782097,0,-0.000894394796546294,0,-0.31321656703949,0,0.343641498238698,0,-0.000459653762192147,0,-0.295936110866023,0
391,0.000391000000000003,40.7195760421455,0,81.1551723480225,0,0.565352559089661,0,0.629023112356663,0,81.8349304571552,0,-0.000889900193413951,0,-0.310848998546135,0,0.341829405063548,0,-0.000456102056574537,0,-0.293640939358738,0
392,0.000392000000000003,40.5156057626009,0,80.7399770580232,0,0.562697291374207,0,0.625049535417929,0,81.4156366197052,0,-0.000885438311939879,0,-0.308433166705072,0,0.340031888509436,0,-0.000452556590715858,0,-0.291365376047906,0
393,0.000393000000000003,40.3132074214518,0,80.3280335646123,0,0.56036901473999,0,0.621137209236622,0,80.9996245492386,0,-0.000881010527876924,0,-0.306038647482637,0,0.338248790700435,0,-0.000449046441985956,0,-0.289113229329814,0
394,0.000394000000000003,40.1123547852039,0,79.91930074431,0,0.558056831359863,0,0.61726164421998,0,80.5868595867046,0,-0.000876616599384761,0,-0.303668881941121,0,0.336479955792633,0,-0.000445572718803078,0,-0.286884411601932,0
395,0.000395000000000003,39.9130320027471,0,79.5137453284115,0,0.555763840675354,0,0.613420800073072,0,80.1773075337807,0,-0.00087225616934461,0,-0.301323770545423,0,0.334725230055944,0,-0.000442135052338699,0,-0.28467863300466,0
396,0.000396000000000003,39.7152241542935,0,79.1113323029131,0,0.553461790084839,0,0.609614578774199,0,79.7709346460907,0,-0.000867928886549407,0,-0.299002950952854,0,0.332984461845523,0,-0.000438732936714814,0,-0.282495590916369,0
397,0.000397000000000003,39.518913500011,0,78.7120296806097,0,0.55116081237793,0,0.605842180782929,0,79.3677076259392,0,-0.000863634432363369,0,-0.296706169785466,0,0.331257501568268,0,-0.000435365952370148,0,-0.280334997543832,0
398,0.000398000000000003,39.3240875229239,0,78.3158062770963,0,0.548892021179199,0,0.602103573735803,0,78.9675936151746,0,-0.000859372448758222,0,-0.29443307663314,0,0.329544201649115,0,-0.000432033613805061,0,-0.278196548431879,0
399,0.000399000000000003,39.130728431046,0,77.9226280860603,0,0.546627998352051,0,0.598398082889616,0,78.570560188251,0,-0.000855142616700277,0,-0.292183335870504,0,0.327844416498607,0,-0.000428735491496468,0,-0.276079985065735,0
400,0.000400000000000003,38.938823249191,0,77.5324648525566,0,0.544340848922729,0,0.594725490082055,0,78.1765753452594,0,-0.000850944618491667,0,-0.289956717344467,0,0.326158002480174,0,-0.000425471133254973,0,-0.273985000792891,0
401,0.000401000000000003,38.7483560927212,0,77.1452851835638,0,0.542102336883545,0,0.591085387626663,0,77.785607505258,0,-0.000846778107217006,0,-0.287752843054477,0,0.324484817879074,0,-0.000422240105805827,0,-0.271911333591561,0
402,0.000402000000000003,38.5593122653663,0,76.7610575724393,0,0.539850234985352,0,0.58747734175995,0,77.3976254996146,0,-0.000842642783766223,0,-0.285571497573983,0,0.322824722871031,0,-0.00041904198569398,0,-0.269858698869939,0
403,0.000403000000000003,38.371678814292,0,76.3797517102212,0,0.537566184997559,0,0.583900979021564,0,77.0125985654715,0,-0.000838538321943361,0,-0.283412348770071,0,0.321177579491734,0,-0.000415876341975263,0,-0.267826837705798,0
404,0.000404000000000003,38.1854399889708,0,76.0013390146196,0,0.53534984588623,0,0.580356128746644,0,76.6304963394619,0,-0.000834464415419234,0,-0.281275084416848,0,0.319543251607453,0,-0.000412742767792906,0,-0.265815484235645,0
405,0.000405000000000003,38.0005828738213,0,75.6257879510522,0,0.533116817474365,0,0.576842373935506,0,76.2512888513992,0,-0.00083042074243167,0,-0.279159470985178,0,0.317921604885482,0,-0.000409640834817537,0,-0.263824361856678,0
406,0.000406000000000003,37.8170930631459,0,75.2530706841499,0,0.53089427947998,0,0.573359091067687,0,75.8749465181249,0,-0.000826407018621467,0,-0.277065230533481,0,0.316312506765475,0,-0.000406570173979048,0,-0.261853238509502,0
407,0.000407000000000003,37.6349570602179,0,74.8831581659615,0,0.528674364089966,0,0.569906272459775,0,75.5014401374983,0,-0.000822422947408086,0,-0.274992057646159,0,0.314715826431165,0,-0.000403530366313021,0,-0.25990185426781,0
408,0.000408000000000003,37.4541611857712,0,74.5160210672766,0,0.526465177536011,0,0.566483355825767,0,75.1307408824582,0,-0.000818468213424239,0,-0.272939732472878,0,0.313131434782889,0,-0.000400521027941636,0,-0.257969950107508,0
409,0.000409000000000003,37.2746922411025,0,74.1516322381794,0,0.524249315261841,0,0.563090133946389,0,74.7628202951615,0,-0.000814542544389951,0,-0.270907947677188,0,0.311559204410001,0,-0.000397541772414911,0,-0.256057294260245,0
410,0.000410000000000003,37.0965371541679,0,73.7899646293372,0,0.522085666656494,0,0.559726290637627,0,74.3976502813728,0,-0.000810645642985719,0,-0.268896459136158,0,0.309999009564792,0,-0.000394592228332158,0,-0.254163639168837,0
411,0.000411000000000003,36.9196833185852,0,73.4309888295829,0,0.519891500473022,0,0.556391269201413,0,74.0352031047415,0,-0.000806777217718491,0,-0.266905031166971,0,0.308450726135772,0,-0.000391672017158839,0,-0.252288748888532,0
412,0.000412000000000004,36.7441166639328,0,73.0746790785342,0,0.517717719078064,0,0.553085078718141,0,73.6754513814824,0,-0.000802937006085358,0,-0.264933404454496,0,0.30691423162275,0,-0.000388780769000618,0,-0.250432381391875,0
413,0.000413000000000004,36.5698262602091,0,72.7210077755153,0,0.515520811080933,0,0.549807072617114,0,73.3183680747513,0,-0.000799124708805721,0,-0.262981310777832,0,0.305389405110776,0,-0.000385918125630269,0,-0.248594322620193,0
414,0.000414000000000004,36.3967978805304,0,72.3699502591044,0,0.513402104377747,0,0.546557419467717,0,72.9639264895118,0,-0.000795340064399852,0,-0.261048500600737,0,0.303876127246134,0,-0.000383083724486255,0,-0.246774325409206,0
415,0.000415000000000004,36.2250210084021,0,72.0214785225689,0,0.511216163635254,0,0.543335109716281,0,72.6121002672655,0,-0.000791582801667801,0,-0.259134784515481,0,0.302374280211728,0,-0.000380277233475113,0,-0.244972190470435,0
416,0.000416000000000004,36.0544813610613,0,71.6755685340613,0,0.509083867073059,0,0.54014041624032,0,72.2628633807576,0,-0.000787852657538224,0,-0.257239851693157,0,0.300883747702551,0,-0.000377498293971712,0,-0.24318768811645,0
417,0.000417000000000004,35.8851690217853,0,71.3321939595044,0,0.506936192512512,0,0.536972851958126,0,71.9161901293205,0,-0.000784149354558394,0,-0.255363534961361,0,0.299404414903847,0,-0.00037474655742642,0,-0.241420586593449,0
418,0.000418000000000004,35.7170700468123,0,70.9913299195468,0,0.504825115203857,0,0.533832093700767,0,71.5720551335659,0,-0.000780472643441499,0,-0.2535055676708,0,0.297936168466562,0,-0.000372021707519821,0,-0.239670691924402,0
419,0.000419000000000004,35.5501744709909,0,70.6529514249414,0,0.502699851989746,0,0.53071784041822,0,71.2304333307694,0,-0.000776822256653986,0,-0.251665739982855,0,0.296478896485725,0,-0.00036932339934026,0,-0.237937781857909,0
420,0.000420000000000004,35.3844694681466,0,70.3170340284705,0,0.500589728355408,0,0.527629829710349,0,70.8912999699125,0,-0.00077319794584696,0,-0.249843833327759,0,0.295032488477539,0,-0.000366651312234012,0,-0.236221648956416,0
421,0.000421000000000004,35.219944216311,0,69.9835546407849,0,0.498476624488831,0,0.524567832238972,0,70.5546306072562,0,-0.000769599470089588,0,-0.248039611731656,0,0.29359683535859,0,-0.000364005127323708,0,-0.234522097802255,0
422,0.000422000000000004,35.0565870366991,0,69.6524881273508,0,0.496390104293823,0,0.521531428210437,0,70.2204011016592,0,-0.00076602656150726,0,-0.246252866170835,0,0.292171829424254,0,-0.000361384531146314,0,-0.23283892199106,0
423,0.000423000000000004,34.8943875096738,0,69.3238116297871,0,0.494292616844177,0,0.518520485376939,0,69.8885876097729,0,-0.000762478982920811,0,-0.244483381975442,0,0.29075736432633,0,-0.000358789201214904,0,-0.231171920459019,0
424,0.000424000000000004,34.7333330623806,0,68.9975015427917,0,0.492223739624023,0,0.515534609323367,0,69.5591665818273,0,-0.0007589564945647,0,-0.24273096252,0,0.289353335053505,0,-0.000356218847983314,0,-0.229520899971249,0
425,0.000425000000000004,34.5734139829874,0,68.6735352240503,0,0.490156292915344,0,0.512573531828821,0,69.2321147574591,0,-0.000755458856218638,0,-0.240995367465075,0,0.287959637911825,0,-0.000353673161825441,0,-0.227885678250459,0
426,0.000426000000000004,34.4146189130843,0,68.3518887646496,0,0.488070726394653,0,0.50963706173934,0,68.9074091611811,0,-0.000751985827378121,0,-0.239276431268081,0,0.286576170503752,0,-0.000351151835886299,0,-0.226266047888203,0
427,0.000427000000000004,34.2569373063743,0,68.0325421616435,0,0.486030101776123,0,0.50672496878542,0,68.5850270981587,0,-0.000748537187405418,0,-0.237573935242835,0,0.285202831708669,0,-0.000348654593253173,0,-0.224661830958212,0
428,0.000428000000000004,34.1003588363528,0,67.7154710348696,0,0.48399555683136,0,0.503836978925392,0,68.2649461502627,0,-0.000745112682807303,0,-0.235887674964033,0,0.283839521664375,0,-0.000346181125209455,0,-0.223072836262872,0
429,0.000429000000000004,33.8877389989793,0,67.3443944007158,0,-2.14720368385315,0,0.307296854211017,0,67.9471319287541,0,-0.000742370630348432,0,-0.265271955286153,0,0.282486123248347,0,-0.000356416808173776,0,-0.222946220252197,0
430,0.000430000000000004,33.7901201955974,0,67.0877925865352,0,0.467645406723022,0,0.497212539892644,0,67.6315807796913,0,-0.000738338992363197,0,-0.232708313327748,0,0.281142515927526,0,-0.000341364958231338,0,-0.219947635268909,0
431,0.000431000000000004,33.5797678567469,0,66.7212175056338,0,-2.16093277931213,0,0.301102220080793,0,67.3182589899773,0,-0.000735642806148462,0,-0.262083398527466,0,0.279808686115949,0,-0.000351621142200997,0,-0.219841180456569,0
432,0.000432000000000004,33.484508600086,0,66.4692195896059,0,0.463589906692505,0,0.491598288295791,0,67.007157422185,0,-0.000731655235341577,0,-0.229446783661842,0,0.278484456652912,0,-0.000336580043693857,0,-0.216873278448475,0
433,0.000433000000000004,33.281649466604,0,66.1123172882944,0,-1.91683757305145,0,0.313956645550206,0,66.6982441412563,0,-0.000728943380380542,0,-0.255913704633713,0,0.277169818567467,0,-0.000345674525760842,0,-0.2166535724391,0
434,0.000434000000000004,33.183132827282,0,65.8593459036201,0,0.460468053817749,0,0.486144987633452,0,66.3915082932219,0,-0.000725063332993159,0,-0.226235416484997,0,0.275864597045581,0,-0.000331880148252139,0,-0.213855718087871,0
435,0.000435000000000004,32.987882040441,0,65.5121877342463,0,-1.66458523273468,0,0.327461922541261,0,66.0869201786463,0,-0.000722333154641319,0,-0.249710797157604,0,0.27456877990179,0,-0.000339779776410865,0,-0.213519605793408,0
436,0.000436000000000004,32.8858909495175,0,65.2579905372113,0,0.457473278045654,0,0.480785984313115,0,65.784467701765,0,-0.000718561853744859,0,-0.22308298869757,0,0.273282200229047,0,-0.00032726744821332,0,-0.210894170697429,0
437,0.000437000000000004,32.6980314105749,0,64.9203164689243,0,-1.42059147357941,0,0.340412875171751,0,65.4841232985412,0,-0.000715814572657791,0,-0.243666517082602,0,0.272004842032526,0,-0.00033401363762664,0,-0.210446864672122,0
438,0.000438000000000004,32.5927047096193,0,64.6649924200028,0,0.454519152641296,0,0.475515099940822,0,65.1858737683789,0,-0.000712149156385067,0,-0.219988811237272,0,0.270736546647165,0,-0.000322740182156167,0,-0.207987364570727,0
439,0.000439000000000004,32.412006944418,0,64.3365308195353,0,-1.18552553653717,0,0.352758387103677,0,64.8896935438678,0,-0.000709386151555691,0,-0.237787627906073,0,0.269477294131763,0,-0.000328377317458717,0,-0.207434354102588,0
440,0.000440000000000004,32.3035007044673,0,64.0801945813,0,0.451619982719421,0,0.470330382231623,0,64.595568436869,0,-0.000705823586997667,0,-0.216951508482452,0,0.268226934082278,0,-0.000318296362465276,0,-0.205134032075875,0
441,0.000441000000000004,32.1297503225505,0,63.7606910113245,0,-0.958716511726379,0,0.36455171671696,0,64.3034747341385,0,-0.000703046105314797,0,-0.232064164825715,0,0.266985442473984,0,-0.00032286524215408,0,-0.204480352942483,0
442,0.000442000000000004,32.0182048566639,0,63.5034454800189,0,0.448782920837402,0,0.46523027238436,0,64.0133973773307,0,-0.000699583568376738,0,-0.213969774078578,0,0.265752677203341,0,-0.000313934051334286,0,-0.202332929620752,0
443,0.000443000000000004,31.8511901758611,0,63.1926487181336,0,-0.740041375160217,0,0.375796533655375,0,63.7253143582302,0,-0.000696792851556438,0,-0.226494194241241,0,0.264528609967395,0,-0.000317475162376013,0,-0.201583532165387,0
444,0.000444000000000004,31.7367471642792,0,62.934594925493,0,0.445951819419861,0,0.460212990175933,0,63.4392098766656,0,-0.000693427544888436,0,-0.211042291601188,0,0.263313107061786,0,-0.00030965136403438,0,-0.199582871311577,0
445,0.000445000000000004,31.5762669295073,0,62.6322650723159,0,-0.529117941856384,0,0.386525350622833,0,63.1550634727907,0,-0.000690624721499944,0,-0.221071097650565,0,0.26210613567041,0,-0.000312202965105257,0,-0.198742407956161,0
446,0.000446000000000004,31.4590574838221,0,62.3734989054501,0,0.44321596622467,0,0.455277171451598,0,62.8728587408134,0,-0.000687353981248862,0,-0.2081677839451,0,0.260907570638712,0,-0.000305446461027259,0,-0.196882674936205,0
447,0.000447000000000004,31.3049211576581,0,62.0794072877616,0,-0.325451016426086,0,0.396773327607661,0,62.5925766040691,0,-0.000684540122136923,0,-0.215787943074247,0,0.259717374342503,0,-0.000307044449755267,0,-0.195955502873403,0
448,0.000448000000000004,31.1389289684594,0,61.7747057359666,0,-1.67822539806366,0,0.295656885718927,0,62.3141903965705,0,-0.000681893570288139,0,-0.230297579662874,0,0.258535415596359,0,-0.000311453525597472,0,-0.195347032698919,0
449,0.000449000000000004,31.0492501780391,0,61.5459313075989,0,0.432629227638245,0,0.447537894360721,0,62.0376979456441,0,-0.000678397031947497,0,-0.204029636923224,0,0.257361630726605,0,-0.0002993129582336,0,-0.192927398529719,0
450,0.000450000000000004,30.901265989989,0,61.2607829663903,0,-0.179841160774231,0,0.40056611970067,0,61.7630794458123,0,-0.00067560327386218,0,-0.209845163772115,0,0.256196010715954,0,-0.000300214985287539,0,-0.191950890279259,0
451,0.000451000000000004,30.7466590218246,0,60.9701714031398,0,-1.1334844827652,0,0.328743741381913,0,61.4903076697942,0,-0.000672915696895871,0,-0.219687702890951,0,0.255038406702078,0,-0.000302764325624594,0,-0.191164247866254,0
452,0.000452000000000004,30.6477473527193,0,60.7351772040129,0,0.429270505905151,0,0.440500887110829,0,61.2193765624671,0,-0.000669615103333854,0,-0.199920087208739,0,0.253888753783153,0,-0.000293309841907785,0,-0.189073673798703,0
453,0.000453000000000005,30.5086446553469,0,60.4616086613387,0,0.103342175483704,0,0.41452336194925,0,60.9502689753872,0,-0.000666807562367921,0,-0.202397396729793,0,0.25274703175225,0,-0.000292894497064822,0,-0.18798053287901,0
454,0.000454000000000005,30.3682772796601,0,60.1877947617322,0,-0.317498207092285,0,0.381656034383923,0,60.682961641273,0,-0.000664043632070843,0,-0.206002782535506,0,0.251613116207298,0,-0.000292949460018122,0,-0.186948075250257,0
455,0.000455000000000005,30.2211340460926,0,59.9082587081939,0,-1.08856481313705,0,0.323325343895704,0,60.4174361205168,0,-0.000661386593037605,0,-0.213738700404065,0,0.250486929158266,0,-0.00029469053889386,0,-0.186107381698093,0
456,0.000456000000000005,30.1245674844831,0,59.6792543008924,0,0.422218561172485,0,0.431176416343078,0,60.1536860129684,0,-0.000658174480349771,0,-0.194641542446334,0,0.249368407341981,0,-0.000285566580984664,0,-0.1840957722452,0
457,0.000457000000000005,29.9954792447388,0,59.4191877711564,0,0.398456990718842,0,0.427296153036878,0,59.8916960528512,0,-0.000655365976371058,0,-0.193610152666224,0,0.248257531200635,0,-0.000283777808746777,0,-0.182889475268894,0
458,0.000458000000000005,29.8719493802637,0,59.1655181068927,0,0.593347251415253,0,0.439330358291045,0,59.6314463293455,0,-0.0006525213849784,0,-0.190018998924643,0,0.247154191342034,0,-0.000280965006680844,0,-0.181581991855637,0
459,0.000459000000000005,29.7557059917599,0,58.9198682121933,0,1.08354723453522,0,0.472844312898815,0,59.3729233608353,0,-0.000649620504873383,0,-0.182967239321442,0,0.246058326810758,0,-0.000276763171569883,0,-0.180133774498245,0
460,0.000460000000000005,29.6549312658608,0,58.6902207694948,0,2.24307399988174,0,0.554995725629851,0,59.1161163879526,0,-0.000646568733515096,0,-0.168058779439889,0,0.244969884496956,0,-0.000269393448022015,0,-0.178353926050477,0
461,0.000461000000000005,29.4903818089515,0,58.3989246282727,0,0.438934147357941,0,0.421797851566225,0,58.8610196422112,0,-0.00064428059056354,0,-0.188005104282638,0,0.243888882833879,0,-0.000276144237318476,0,-0.17810157193162,0
462,0.000462000000000005,29.4013757184148,0,58.1827154904604,0,2.07117819786072,0,0.538233093451709,0,58.607581300479,0,-0.000641147325723068,0,-0.167566083749989,0,0.24281501906859,0,-0.000266564778357292,0,-0.176105359016219,0
463,0.000463000000000005,29.2420408930629,0,57.898273030296,0,0.433244645595551,0,0.417241684626788,0,58.3558205001581,0,-0.000638852768815923,0,-0.185574658593396,0,0.241748455834666,0,-0.000272550225290047,0,-0.175784794730134,0
464,0.000464000000000005,29.1518410108984,0,57.6825826149434,0,1.93659269809723,0,0.524265723768622,0,58.1056925762591,0,-0.000635786621614898,0,-0.166677017201437,0,0.240688920779658,0,-0.000263620812688714,0,-0.173877689507208,0
465,0.000465000000000005,28.9968976955861,0,57.4041543416679,0,0.428139507770538,0,0.412793644703925,0,57.8572108893073,0,-0.000633494278446278,0,-0.183180498337606,0,0.239636545083501,0,-0.000269016178634729,0,-0.173507842555409,0
466,0.000466000000000005,28.9076658207923,0,57.1910729762167,0,1.90307193994522,0,0.517703610705212,0,57.6103358817995,0,-0.000630469383565924,0,-0.164642904244829,0,0.238591083448863,0,-0.000260258210673214,0,-0.171638056257507,0
467,0.000467000000000005,28.754922574386,0,56.9164728857577,0,0.424302697181702,0,0.408503295620903,0,57.3650790373666,0,-0.000628203692286888,0,-0.180813605315052,0,0.237552656370714,0,-0.000265537382588832,0,-0.171269424463389,0
468,0.000468000000000005,28.6694826018065,0,56.7087444067001,0,2.00175845623016,0,0.520787528948858,0,57.1214009001738,0,-0.000625186579895853,0,-0.161097488773521,0,0.2365210189885,0,-0.00025632882719151,0,-0.169370594318025,0
469,0.000469000000000005,28.516076978296,0,56.4351294133812,0,0.42204886674881,0,0.40439252066426,0,56.8793173120175,0,-0.000622979762908926,0,-0.178469449863769,0,0.235496313678529,0,-0.000262111004403209,0,-0.169068499395507,0
470,0.000470000000000005,28.4386151880026,0,56.2368297353387,0,2.29534804821014,0,0.538031378993765,0,56.6387816749661,0,-0.000619921231702847,0,-0.15530526562361,0,0.234478258025473,0,-0.000251535696989436,0,-0.167043888315675,0
471,0.000471000000000005,28.2803456727415,0,55.9600416384637,0,0.421922147274017,0,0.400502264034003,0,56.3998304252749,0,-0.000617821169697663,0,-0.176141046307748,0,0.233467093857035,0,-0.000258733004898204,0,-0.166903732679202,0
472,0.000472000000000005,28.1632175911218,0,55.7245518378913,0,0.411716401576996,0,0.397820988902822,0,56.1623827511752,0,-0.000615270398043322,0,-0.175110840471461,0,0.232462406670965,0,-0.000257116053262507,0,-0.165842270493158,0
473,0.000473000000000005,28.0803926121444,0,55.5233359578997,0,1.93533223867416,0,0.506069285329431,0,55.9264538891422,0,-0.000612348107409844,0,-0.156089216703549,0,0.231464262734014,0,-0.000248249508601361,0,-0.164024953264743,0
474,0.000474000000000005,27.9319368451834,0,55.2585532199591,0,0.412833869457245,0,0.394107286585495,0,55.6920543074697,0,-0.000610208268767565,0,-0.172826807189267,0,0.230472761197471,0,-0.000253818115695026,0,-0.163731908192858,0
475,0.000475000000000005,27.8169674575329,0,55.027511253953,0,0.401246726512909,0,0.391371283913031,0,55.4591289808025,0,-0.000607705637662548,0,-0.17184212183929,0,0.229487610114927,0,-0.000252249834318263,0,-0.162697975771152,0
476,0.000476000000000005,27.7330312207341,0,54.827475855127,0,1.77231007814407,0,0.488526313565671,0,55.2276899122645,0,-0.000604868640124323,0,-0.154645773174707,0,0.22850885961489,0,-0.000244154257373452,0,-0.160987220457173,0
477,0.000477000000000005,27.5901198666543,0,54.570436520502,0,0.406058669090271,0,0.388015536591411,0,54.9977384238841,0,-0.000602736682481009,0,-0.169571689097211,0,0.227536564417093,0,-0.000249017106312976,0,-0.16063865054457,0
478,0.000478000000000005,27.4773222450167,0,54.3437863811851,0,0.395575225353241,0,0.385406275745481,0,54.7692267514838,0,-0.000600280287301302,0,-0.168601883808151,0,0.226570469322841,0,-0.000247484171012502,0,-0.159630143331015,0
479,0.000479000000000005,27.3975446000695,0,54.1500609423965,0,1.85937690734863,0,0.489182103890926,0,54.5421644416885,0,-0.000597465960680665,0,-0.15035207112669,0,0.225610611060911,0,-0.000238998339170848,0,-0.157903960789554,0
480,0.000480000000000005,27.2547515425831,0,53.8953790292144,0,0.40206378698349,0,0.382256465731189,0,54.3165577946645,0,-0.000595402893537766,0,-0.166367400815943,0,0.22465706882526,0,-0.000244323958654036,0,-0.15762135789555,0
481,0.000481000000000005,27.1440344508737,0,53.6729948129505,0,0.391900360584259,0,0.379710365086794,0,54.0923499311096,0,-0.000592992037212525,0,-0.165421183221042,0,0.223709545702549,0,-0.000242829293298996,0,-0.156638153479435,0
482,0.000482000000000005,27.0698419809341,0,53.4869277495891,0,2.016685962677,0,0.495007298421115,0,53.8695538184386,0,-0.000590182152848229,0,-0.145317858259659,0,0.222768092087507,0,-0.000233631049766814,0,-0.154863099756767,0
483,0.000483000000000005,26.9256025627255,0,53.2330144383013,0,0.398589193820953,0,0.376659814501181,0,53.6481892485314,0,-0.000588204443118912,0,-0.163237970147748,0,0.221832850164087,0,-0.000239745980366024,0,-0.154679047060199,0
484,0.000484000000000005,26.8170200008899,0,53.0148624498397,0,0.391909539699554,0,0.374407830648124,0,53.4281849769983,0,-0.000585836872119216,0,-0.162277178926161,0,0.22090345653456,0,-0.000238273013025037,0,-0.153718528643367,0
485,0.000485000000000005,26.7090672310442,0,52.798027837649,0,0.38363778591156,0,0.37205598060973,0,53.2095425037349,0,-0.000583484117129274,0,-0.161343816056615,0,0.2199799355814,0,-0.000236819884250394,0,-0.152766583414632,0
486,0.000486000000000005,26.6019447539002,0,52.5826480481774,0,0.380473673343658,0,0.370093449251726,0,52.9922609871288,0,-0.000581143760598479,0,-0.160358983790502,0,0.219062281687045,0,-0.000235354171849167,0,-0.151819355873158,0
487,0.000487000000000005,26.4955204799771,0,52.3686351682991,0,0.378705620765686,0,0.368246458237991,0,52.7763306071815,0,-0.000578817204484494,0,-0.159366126696114,0,0.218150451459247,0,-0.000233893938158758,0,-0.150879153763526,0
488,0.000488000000000005,26.3897509444505,0,52.1559530086815,0,0.377128303050995,0,0.366427004337311,0,52.5617402529232,0,-0.000576504774414843,0,-0.158379232801963,0,0.217244396049215,0,-0.000232444873660143,0,-0.149946614052169,0
489,0.000489000000000005,26.2846253216267,0,51.9445869848132,0,0.375604569911957,0,0.364622473483905,0,52.3484787518873,0,-0.0005742064164167,0,-0.15740021734382,0,0.216344066365337,0,-0.000231007685087548,0,-0.149021757242735,0
490,0.000490000000000005,26.1801379453391,0,51.7345251459628,0,0.374070286750793,0,0.362831045640633,0,52.1365350253167,0,-0.000571922016490589,0,-0.156429270195076,0,0.215449413739599,0,-0.000229582350158353,0,-0.14810451347148,0
491,0.000491000000000005,26.0762835014611,0,51.5257572904229,0,0.372556447982788,0,0.361052541527897,0,51.9258981100558,0,-0.000569651465383458,0,-0.155466318130493,0,0.214560390021161,0,-0.000228168755441516,0,-0.147194806559128,0
492,0.000492000000000005,25.973057365045,0,51.3182725999504,0,0.371072292327881,0,0.359286669874564,0,51.7165571551118,0,-0.000567394640142993,0,-0.154511289118091,0,0.213676947561626,0,-0.000226766789651833,0,-0.146292559496942,0
493,0.000493000000000005,25.87045346573,0,51.1120598781854,0,0.369549810886383,0,0.35753331054002,0,51.5085014237124,0,-0.000565151455305113,0,-0.153564118256327,0,0.212799039223229,0,-0.000225376332892324,0,-0.145397702843184,0
494,0.000494000000000006,25.768467232585,0,50.9071090482175,0,0.368056118488312,0,0.355792443733662,0,51.3017202916283,0,-0.000562921773592961,0,-0.152624709444353,0,0.211926618371322,0,-0.000223997259837461,0,-0.144510148558766,0
495,0.000495000000000006,25.667093584314,0,50.7034098245204,0,0.366579174995422,0,0.354063843376935,0,51.0962032446946,0,-0.000560705494223157,0,-0.151692973187892,0,0.211059638863429,0,-0.000222629463081603,0,-0.143629834754393,0
496,0.000496000000000006,25.5663270652294,0,50.5009516626596,0,0.365107357501984,0,0.352347545325756,0,50.8919398775183,0,-0.000558502513825943,0,-0.150768858788069,0,0.210198055043309,0,-0.000221272816077089,0,-0.142756672095857,0
497,0.000497000000000006,25.4661638922989,0,50.2997243888676,0,0.363630473613739,0,0.350643283687532,0,50.6889198936186,0,-0.000556312715019658,0,-0.149852263770299,0,0.20934182174117,0,-0.000219927210224569,0,-0.141890599596081,0
498,0.000498000000000006,25.3665981329978,0,50.0997178964317,0,0.362163007259369,0,0.348951009567827,0,50.4871331018913,0,-0.000554136002534733,0,-0.148943127685925,0,0.208490894258254,0,-0.000218592535020434,0,-0.141031541133998,0
499,0.000499000000000006,25.2676257956773,0,49.9009225871414,0,0.360712110996246,0,0.34727061027661,0,50.2865694171875,0,-0.000551972261746414,0,-0.148041358857881,0,0.207645228368829,0,-0.000217268676152571,0,-0.140179426540271,0
500,0.000500000000000006,25.1692413017154,0,49.703327992931,0,0.359267115592957,0,0.345602032961324,0,50.0872188584449,0,-0.000549821391643945,0,-0.147146893228637,0,0.206804780311934,0,-0.000215955520275202,0,-0.13933418081433,0
